America/Mazatlan	America/Mazatlan	20dede710f520eaf6c0cdbeefe773fc6e30dd8b1d28aaf17e9842099551ee9a6
America/Mendoza	America/Argentina/Mendoza	74be2ad33818d8528f6c6f1c0be5a49e7a69f2d17663b496816482fc6fd6ce72
America/Menominee	America/Menominee	a149899b3399b42858ac1f489fe1351aa1158b6a202a33c4497954c92506b3de
America/Merida	America/Merida	2c1a4e12fe31c5470be41ef015235add4c84efadbe1224976f528f40d2b0c025
America/Metlakatla	America/Metlakatla	1158f52e430282bcba993f0b9ff1691f1a49494d284a771f6c7196210d1223fd
America/Mexico_City	America/Mexico_City	37dd2bf08f13fce0f707c3b1f4cec4018efbd9c47c8367b0fb4debbd461bd72f
America/Miquelon	America/Miquelon	11ecbe21de5be0714e0c837079116d6c38dc823b3f9b2882d94c2c818b789159
America/Moncton	America/Moncton	927ac13431701c0185af49d6253050fb5d05fdf679c789f74a766d1fe288ea1f
America/Monterrey	America/Monterrey	d5a62c229f8d6b494300a56b716e3054a1405f2e4102a0c6db058b4fdc139a64
America/Montevideo	America/Montevideo	97b1635baaac706cddbdf8e56c8799e4243f005592dd97950d2e69a4c24234cd
America/Montreal	America/Toronto	815ab4db7a1b1292867d2f924b718e1bba32455ce9f92205db2feb65029c6761
America/Montserrat	America/Montserrat	abbe8628dd5487c889db816ce3a5077bbb47f6bafafeb9411d92d6ef2f70ce8d
America/Nassau	America/Nassau	815ab4db7a1b1292867d2f924b718e1bba32455ce9f92205db2feb65029c6761
America/New_York	America/New_York	d7f2206b3a45989fc9ad63d558922532fa7352280d5f87176bf1db79cb1d1fa9
America/Nipigon	America/Toronto	815ab4db7a1b1292867d2f924b718e1bba32455ce9f92205db2feb65029c6761
America/Nome	America/Nome	ffe8a77109e1d03c0af6126a15a6333b8a2c50a01407693695a7b9eb9b1b9690
America/Noronha	America/Noronha	434af71ad039cb644690e8f9e8e4d91b9b6e072d41ea47db872ac9a8281fdbb8
America/North_Dakota/Beulah	America/North_Dakota/Beulah	46f681212eb46cd351991122e815d25846c94ab70fec9f0d9b183c3a405cae8c
America/North_Dakota/Center	America/North_Dakota/Center	334f71e0cc7a85c040c24b6fc2fd7a62f3d19acb838d9103c074f452691c832a
America/North_Dakota/New_Salem	America/North_Dakota/New_Salem	99971af60c9f3b6512cdac7bbf498b24460128156622aca55aa9df2e04ac572b
America/Nuuk	America/Nuuk	2e5199e58fee77d270591be77079d41d102b41b6e735c9a6af3dddb8c851dc77
America/Ojinaga	America/Ojinaga	f7b989f5523c875951011108749753cff3022edc21e1bdfa89a43d4289444e90
America/Panama	America/Panama	a78d73067ba3cbd94f8a23dfdd6aa8b68cb33b18484bc17b4e20ea1aec2f0a81
America/Pangnirtung	America/Iqaluit	9ce352ef392c1874eb6c4263ef72d84595bdeb83a7710ba3fd5e9f363a43a10d
